timestamp,initial_price,initial_atr,baseline_pnl,strategy_pnl,pnl_improvement,label
2025-10-20 11:00:00,193.68,0.5042119008396874,-19.367999999999768,-19.367999999999768,0.0,-1
2025-10-20 11:05:00,193.29,0.5024824793511375,-19.328999999999894,-19.328999999999894,0.0,-1
2025-10-20 11:10:00,193.8,0.5001623022546277,-19.379999999999598,-19.379999999999598,0.0,-1
2025-10-20 11:15:00,194.05,0.4994364235221529,-19.40499999999986,-19.40499999999986,0.0,-1
2025-10-20 11:20:00,193.9,0.49233382184199753,-19.38999999999993,-19.38999999999993,0.0,-1
2025-10-20 11:25:00,193.83,0.48788140599614105,-19.38299999999998,-19.38299999999998,0.0,-1
2025-10-20 11:30:00,193.66,0.4851755912821322,-19.3659999999997,-19.3659999999997,0.0,-1
2025-10-20 11:35:00,193.27,0.48194876333340836,-19.326999999999828,-19.326999999999828,0.0,-1
2025-10-20 11:40:00,193.45,0.47823813738102255,-19.344999999999857,-19.344999999999857,0.0,-1
2025-10-20 11:45:00,192.9,0.47407827042523437,-19.289999999999736,-19.289999999999736,0.0,-1
2025-10-20 11:50:00,192.97,0.47235839396628826,-19.29699999999997,-19.29699999999997,0.0,-1
2025-10-20 11:55:00,193.03,0.4514756515401253,-19.3029999999996,-19.3029999999996,0.0,-1
2025-10-20 12:00:00,192.87,0.4456559621444024,-19.286999999999637,-19.286999999999637,0.0,-1
2025-10-20 12:05:00,192.75,0.440251964848374,-19.274999999999807,-19.274999999999807,0.0,-1
2025-10-20 12:10:00,192.88,0.4388053959306341,-19.287999999999954,-19.287999999999954,0.0,-1
2025-10-20 12:15:00,192.72,0.43317643907844694,-19.27199999999999,-19.27199999999999,0.0,-1
2025-10-20 12:20:00,192.46,0.43080669342998684,-19.245999999999697,-19.245999999999697,0.0,-1
2025-10-20 12:25:00,193.11,0.4286062153278453,-19.310999999999865,-19.310999999999865,0.0,-1
2025-10-20 12:30:00,193.83,0.42870577137585486,-19.38299999999998,-19.38299999999998,0.0,-1
2025-10-20 12:35:00,193.5,0.43594107342043675,-19.34999999999974,-19.34999999999974,0.0,-1
2025-10-20 12:40:00,193.62,0.453373853890404,-19.361999999999853,-19.361999999999853,0.0,-1
2025-10-20 12:45:00,193.37,0.4495614357553756,-19.33699999999959,-19.33699999999959,0.0,-1
2025-10-20 12:50:00,193.0,0.4438784760585634,-19.299999999999784,-19.299999999999784,0.0,-1
2025-10-20 12:55:00,192.99,0.4471728706258075,-19.29899999999975,-19.29899999999975,0.0,-1
2025-10-20 13:00:00,193.05,0.44380337986681967,-19.304999999999666,-19.304999999999666,0.0,-1
2025-10-20 13:05:00,193.19,0.43781742416204783,-19.318999999999846,-19.318999999999846,0.0,-1
2025-10-20 13:10:00,193.49,0.4794018938647574,-19.34899999999999,-19.34899999999999,0.0,-1
2025-10-20 13:15:00,192.81,0.4744446157315602,-19.281000000000006,-19.281000000000006,0.0,-1
2025-10-20 13:20:00,193.06,0.46627000032216204,-19.305999999999983,-19.305999999999983,0.0,-1
2025-10-20 13:25:00,192.98,0.47510785744200784,-19.297999999999718,-19.297999999999718,0.0,-1
2025-10-20 13:30:00,192.8,0.49902872476757687,-19.27999999999969,-19.27999999999969,0.0,-1
2025-10-20 13:35:00,192.73,0.5112409587127491,-19.27299999999974,-19.27299999999974,0.0,-1
2025-10-20 13:40:00,192.95,0.5161523188046945,-19.294999999999902,-19.294999999999902,0.0,-1
2025-10-20 13:45:00,193.01,0.512141438890072,-19.300999999999817,-19.300999999999817,0.0,-1
2025-10-20 13:50:00,193.04,0.5155599075407813,-19.303999999999917,-19.303999999999917,0.0,-1
2025-10-20 13:55:00,193.2,0.5273056284307239,-19.31999999999988,-19.31999999999988,0.0,-1
2025-10-20 14:00:00,193.04,0.5396409406856714,-19.303999999999917,-19.303999999999917,0.0,-1
2025-10-20 14:05:00,192.82,0.535380873493839,-19.281999999999755,-19.281999999999755,0.0,-1
2025-10-20 14:10:00,193.03,0.5249965253871373,-19.3029999999996,-19.3029999999996,0.0,-1
2025-10-20 14:15:00,193.18,0.5674967735737706,-19.317999999999813,-19.317999999999813,0.0,-1
2025-10-20 14:20:00,193.26,0.5726755754613575,-19.325999999999794,-19.325999999999794,0.0,-1
2025-10-20 14:25:00,193.37,0.6103416057855459,-19.33699999999959,-19.33699999999959,0.0,-1
2025-10-20 14:30:00,193.32,0.6196029196580075,-19.33199999999971,-19.33199999999971,0.0,-1
2025-10-20 14:35:00,192.98,0.6003455682538638,-19.297999999999718,-19.297999999999718,0.0,-1
2025-10-20 14:40:00,192.61,0.6038923133785882,-19.26099999999991,-19.26099999999991,0.0,-1
2025-10-20 14:45:00,191.89,0.5971857195658312,-19.188999999999794,-19.188999999999794,0.0,-1
2025-10-20 14:50:00,191.59,0.5745295967397005,-19.158999999999935,-19.158999999999935,0.0,-1
2025-10-20 14:55:00,191.62,0.567063196972579,-19.16199999999975,-19.16199999999975,0.0,-1
2025-10-20 15:00:00,191.37,0.5672729686173943,-19.136999999999773,-19.136999999999773,0.0,-1
2025-10-20 15:05:00,191.36,0.5817534708590077,-19.13599999999974,-19.13599999999974,0.0,-1
2025-10-20 15:10:00,191.16,0.6351996515119347,-19.11599999999993,-19.11599999999993,0.0,-1
2025-10-20 15:15:00,191.42,0.6333996764039383,-19.141999999999655,-19.141999999999655,0.0,-1
2025-10-20 15:20:00,191.56,0.629585413803658,-19.155999999999835,-19.155999999999835,0.0,-1
2025-10-20 15:25:00,191.86,0.6117578842462535,-19.18599999999998,-19.18599999999998,0.0,-1
2025-10-20 15:30:00,191.62,0.5966323210858073,-19.16199999999975,-19.16199999999975,0.0,-1
2025-10-20 15:35:00,191.55,0.5833014410082494,-19.154999999999802,-19.154999999999802,0.0,-1
2025-10-20 15:40:00,191.59,0.5737799095076593,-19.158999999999935,-19.158999999999935,0.0,-1
2025-10-20 15:45:00,191.83,0.5713670588285402,-19.182999999999595,-19.182999999999595,0.0,-1
2025-10-20 15:50:00,192.15,0.5791265546265021,-19.214999999999804,-19.214999999999804,0.0,-1
2025-10-20 15:55:00,192.17,0.6206175150103231,-19.21699999999987,-19.21699999999987,0.0,-1
2025-10-20 16:00:00,192.04,0.7555734067952994,-19.204000000000008,-19.204000000000008,0.0,-1
2025-10-20 16:05:00,191.91,0.7458895920242049,-19.19099999999986,-19.19099999999986,0.0,-1
2025-10-20 16:10:00,191.85,0.7411831925939051,-19.18499999999966,-19.18499999999966,0.0,-1
2025-10-20 16:15:00,191.97,0.7318129645514843,-19.196999999999775,-19.196999999999775,0.0,-1
2025-10-20 16:20:00,192.16,0.7259691813692358,-19.215999999999838,-19.215999999999838,0.0,-1
2025-10-20 16:25:00,192.27,0.7526856684142921,-19.22699999999992,-19.22699999999992,0.0,-1
2025-10-20 16:30:00,192.21,0.7674938349561289,-19.22099999999972,-19.22099999999972,0.0,-1
2025-10-20 16:35:00,192.08,0.7755299896021194,-19.207999999999856,-19.207999999999856,0.0,-1
2025-10-20 16:40:00,191.94,0.7815635617733976,-19.193999999999676,-19.193999999999676,0.0,-1
2025-10-20 16:45:00,192.08,0.7807375930752986,-19.207999999999856,-19.207999999999856,0.0,-1
2025-10-20 16:50:00,192.27,0.7649706221413468,-19.22699999999992,-19.22699999999992,0.0,-1
2025-10-20 16:55:00,192.76,0.7631870062741084,-19.27599999999984,-19.27599999999984,0.0,-1
2025-10-20 17:00:00,192.62,0.7715307915402432,-19.26199999999966,-19.26199999999966,0.0,-1
2025-10-20 17:05:00,192.62,0.7778500207159411,-19.26199999999966,-19.26199999999966,0.0,-1
2025-10-20 17:10:00,191.79,0.772289304950516,-19.178999999999746,-19.178999999999746,0.0,-1
2025-10-20 17:15:00,191.88,0.7456972117397632,-19.18799999999976,-19.18799999999976,0.0,-1
2025-10-20 17:20:00,191.69,0.7281474109012087,-19.1689999999997,-19.1689999999997,0.0,-1
2025-10-20 17:25:00,192.12,0.7068511672654086,-19.211999999999705,-19.211999999999705,0.0,-1
2025-10-20 17:30:00,192.3,0.7035046553178792,-19.229999999999734,-19.229999999999734,0.0,-1
2025-10-20 17:35:00,192.72,0.7268257513666002,-19.27199999999999,-19.27199999999999,0.0,-1
2025-10-20 17:40:00,192.62,0.7191953405547006,-19.26199999999966,-19.26199999999966,0.0,-1
2025-10-20 17:45:00,192.76,0.837109959086508,-19.27599999999984,-19.27599999999984,0.0,-1
2025-10-20 17:50:00,192.65,0.8351735334374719,-19.26499999999976,-19.26499999999976,0.0,-1
2025-10-20 17:55:00,192.44,0.8019468524776528,-19.24399999999963,-19.24399999999963,0.0,-1
2025-10-20 18:00:00,192.22,0.7768077915863911,-19.221999999999753,-19.221999999999753,0.0,-1
2025-10-20 18:05:00,192.13,0.7763215207587925,-19.212999999999738,-19.212999999999738,0.0,-1
2025-10-20 18:10:00,191.91,0.750869983561735,-19.19099999999986,-19.19099999999986,0.0,-1
2025-10-20 18:15:00,190.87,0.7450935561644673,-19.08699999999982,-19.08699999999982,0.0,-1
2025-10-20 18:20:00,191.17,0.7140154450098627,-19.116999999999678,-19.116999999999678,0.0,-1
2025-10-20 18:25:00,192.05,0.7030143417948727,-19.204999999999757,-19.204999999999757,0.0,-1
2025-10-20 18:30:00,191.34,0.67708474595238,-19.133999999999958,-19.133999999999958,0.0,-1
2025-10-20 18:35:00,191.51,0.6587215498129254,-19.15099999999967,-19.15099999999967,0.0,-1
2025-10-20 18:40:00,191.39,0.644527153397717,-19.13899999999984,-19.13899999999984,0.0,-1
2025-10-20 18:45:00,191.35,0.6377752138693075,-19.134999999999707,-19.134999999999707,0.0,-1
2025-10-20 18:50:00,191.48,0.6422198414500704,-19.147999999999854,-19.147999999999854,0.0,-1
2025-10-20 18:55:00,191.42,0.6256327099179243,-19.141999999999655,-19.141999999999655,0.0,-1
2025-10-20 19:00:00,191.49,0.6330875163523576,-19.148999999999603,-19.148999999999603,0.0,-1
2025-10-20 19:05:00,192.13,0.6250098366129022,-19.212999999999738,-19.212999999999738,0.0,-1
2025-10-20 19:10:00,191.02,0.6103662768548369,-19.101999999999748,-19.101999999999748,0.0,-1
2025-10-20 19:15:00,191.17,0.5917686856509196,-19.116999999999678,-19.116999999999678,0.0,-1
2025-10-20 19:20:00,191.43,0.5773566366758529,-19.142999999999972,-19.142999999999972,0.0,-1
2025-10-20 19:25:00,191.6,0.5825454483418638,-19.159999999999684,-19.159999999999684,0.0,-1
2025-10-20 19:30:00,191.61,0.5595064877460157,-19.161,-19.161,0.0,-1
2025-10-20 19:35:00,191.79,0.5581131671927304,-19.178999999999746,-19.178999999999746,0.0,-1
2025-10-20 19:40:00,191.72,0.5411050838218227,-19.171999999999798,-19.171999999999798,0.0,-1
2025-10-20 19:45:00,191.84,0.5367404349774081,-19.183999999999912,-19.183999999999912,0.0,-1
2025-10-20 19:50:00,191.6,0.5498304039075932,-19.159999999999684,-19.159999999999684,0.0,-1
2025-10-20 19:55:00,190.53,0.5634139464856209,-19.052999999999827,-19.052999999999827,0.0,-1
2025-10-20 20:00:00,189.02,0.5624558074509346,-18.901999999999646,-18.901999999999646,0.0,-1
2025-10-20 20:05:00,189.49,0.5908518212044398,-18.948999999999785,-18.948999999999785,0.0,-1
2025-10-20 20:10:00,189.18,0.5815052625469804,-18.91799999999961,-18.91799999999961,0.0,-1
2025-10-20 20:15:00,189.19,0.5649691723650528,-18.918999999999926,-18.918999999999926,0.0,-1
2025-10-20 20:20:00,189.25,0.555328517196119,-18.92499999999984,-18.92499999999984,0.0,-1
2025-10-20 20:25:00,188.71,0.5520907659678241,-18.870999999999754,-18.870999999999754,0.0,-1
2025-10-20 20:30:00,188.09,0.5426557112558358,-18.808999999999685,-18.808999999999685,0.0,-1
2025-10-20 20:35:00,187.35,0.5288945890232777,-18.734999999999786,-18.734999999999786,0.0,-1
2025-10-20 20:40:00,187.32,0.5154021183787582,-18.731999999999687,-18.731999999999687,0.0,-1
2025-10-20 20:45:00,187.48,0.49573053849456183,-18.74799999999965,-18.74799999999965,0.0,-1
2025-10-20 20:50:00,187.35,0.5067497857449507,-18.734999999999786,-18.734999999999786,0.0,-1
2025-10-20 20:55:00,187.58,0.5012676581917404,-18.75799999999998,-18.75799999999998,0.0,-1
2025-10-20 21:00:00,188.18,0.4904628254637585,-18.8179999999997,-18.8179999999997,0.0,-1
2025-10-20 21:05:00,187.72,0.5018583379306333,-18.771999999999878,-18.771999999999878,0.0,-1
2025-10-20 21:10:00,187.2,0.5238684566498739,-18.719999999999857,-18.719999999999857,0.0,-1
2025-10-20 21:15:00,187.39,0.5221635668891687,-18.738999999999635,-18.738999999999635,0.0,-1
2025-10-20 21:20:00,187.21,0.5162947406827993,-18.720999999999606,-18.720999999999606,0.0,-1
2025-10-20 21:25:00,187.0,0.505845116348314,-18.69999999999976,-18.69999999999976,0.0,-1
2025-10-20 21:30:00,186.56,0.48542760803772006,-18.656000000000006,-18.656000000000006,0.0,-1
2025-10-20 21:35:00,185.92,0.4671827788921679,-18.59199999999987,-18.59199999999987,0.0,-1
2025-10-20 21:40:00,186.19,0.47095543754272606,-18.61899999999963,-18.61899999999963,0.0,-1
2025-10-20 21:45:00,187.92,0.4851729062896733,-18.791999999999973,-18.791999999999973,0.0,-1
2025-10-20 21:50:00,187.66,0.4648034129832673,-18.76599999999968,-18.76599999999968,0.0,-1
2025-10-20 21:55:00,187.67,0.46160316919874933,-18.766999999999996,-18.766999999999996,0.0,-1
2025-10-20 22:00:00,187.74,0.4550600856845533,-18.773999999999944,-18.773999999999944,0.0,-1
2025-10-20 22:05:00,188.15,0.4782700795642282,-18.814999999999884,-18.814999999999884,0.0,-1
2025-10-20 22:10:00,187.89,0.48125078816678407,-18.788999999999874,-18.788999999999874,0.0,-1
2025-10-20 22:15:00,187.44,0.4754471604405856,-18.7439999999998,-18.7439999999998,0.0,-1
2025-10-20 22:20:00,187.5,0.4650580775519712,-18.749999999999716,-18.749999999999716,0.0,-1
2025-10-20 22:25:00,187.67,0.44112535772683215,-18.766999999999996,-18.766999999999996,0.0,-1
2025-10-20 22:30:00,187.57,0.4353306893177737,-18.756999999999664,-18.756999999999664,0.0,-1
2025-10-20 22:35:00,187.67,0.42780706865221935,-18.766999999999996,-18.766999999999996,0.0,-1
2025-10-20 22:40:00,187.94,0.41939227803420387,-18.793999999999755,-18.793999999999755,0.0,-1
2025-10-20 22:45:00,188.26,0.41729282960319036,-18.825999999999965,-18.825999999999965,0.0,-1
2025-10-20 22:50:00,188.02,0.40677191320296324,-18.801999999999737,-18.801999999999737,0.0,-1
2025-10-20 22:55:00,188.24,0.3984310622598939,-18.8239999999999,-18.8239999999999,0.0,-1
2025-10-20 23:00:00,188.46,0.3914002720984737,-18.845999999999776,-18.845999999999776,0.0,-1
2025-10-20 23:05:00,188.03,0.41058596694858457,-18.80299999999977,-18.80299999999977,0.0,-1
2025-10-20 23:10:00,188.0,0.424115540737971,-18.79999999999967,-18.79999999999967,0.0,-1
2025-10-20 23:15:00,187.88,0.41596443068525896,-18.78799999999984,-18.78799999999984,0.0,-1
2025-10-20 23:20:00,187.82,0.4091098284934543,-18.78199999999964,-18.78199999999964,0.0,-1
2025-10-20 23:25:00,188.29,0.40631626931535075,-18.82899999999978,-18.82899999999978,0.0,-1
2025-10-20 23:30:00,188.28,0.4080079643642548,-18.827999999999747,-18.827999999999747,0.0,-1
2025-10-20 23:35:00,188.68,0.41672168119537956,-18.867999999999654,-18.867999999999654,0.0,-1
2025-10-20 23:40:00,188.93,0.4226701325385667,-18.89299999999963,-18.89299999999963,0.0,-1
2025-10-20 23:45:00,189.11,0.43390798021438226,-18.91099999999966,-18.91099999999966,0.0,-1
2025-10-20 23:50:00,188.88,0.43791455305621274,-18.88799999999975,-18.88799999999975,0.0,-1
2025-10-20 23:55:00,188.83,0.4237777992664819,-18.882999999999868,-18.882999999999868,0.0,-1
2025-10-21 00:00:00,188.62,0.4520793850331613,-18.86199999999974,-18.86199999999974,0.0,-1
2025-10-21 00:05:00,189.06,0.45978800038793566,-18.90599999999978,-18.90599999999978,0.0,-1
2025-10-21 00:10:00,189.26,0.45908885750308437,-18.925999999999874,-18.925999999999874,0.0,-1
2025-10-21 00:15:00,189.24,0.4870110819671494,-18.923999999999808,-18.923999999999808,0.0,-1
2025-10-21 00:20:00,189.41,0.49722457611235266,-18.940999999999804,-18.940999999999804,0.0,-1
2025-10-21 00:25:00,189.28,0.4845656778186127,-18.92799999999994,-18.92799999999994,0.0,-1
2025-10-21 00:30:00,189.49,0.48852527226014186,-18.948999999999785,-18.948999999999785,0.0,-1
2025-10-21 00:35:00,189.57,0.49148775281298696,-18.956999999999766,-18.956999999999766,0.0,-1
2025-10-21 00:40:00,189.84,0.499952913326346,-18.98399999999981,-18.98399999999981,0.0,-1
2025-10-21 00:45:00,190.0,0.4928134195173217,-18.999999999999773,-18.999999999999773,0.0,-1
2025-10-21 00:50:00,190.13,0.4854696038375121,-19.012999999999636,-19.012999999999636,0.0,-1
2025-10-21 00:55:00,190.53,0.47436463213483154,-19.052999999999827,-19.052999999999827,0.0,-1
2025-10-21 01:00:00,190.53,0.5940528726966297,-19.052999999999827,-19.052999999999827,0.0,-1
2025-10-21 01:05:00,191.15,0.5816205246468715,-19.11499999999961,-19.11499999999961,0.0,-1
2025-10-21 01:10:00,190.38,0.5722190586006656,-19.037999999999613,-19.037999999999613,0.0,-1
2025-10-21 01:15:00,189.96,0.5506319829863331,-18.995999999999924,-18.995999999999924,0.0,-1
2025-10-21 01:20:00,189.68,0.5391582699158798,-18.967999999999847,-18.967999999999847,0.0,-1
2025-10-21 01:25:00,189.85,0.5199326792076034,-18.984999999999843,-18.984999999999843,0.0,-1
2025-10-21 01:30:00,189.89,0.5313660592642037,-18.988999999999976,-18.988999999999976,0.0,-1
2025-10-21 01:35:00,189.8,0.5184113407453316,-18.97999999999996,-18.97999999999996,0.0,-1
2025-10-21 01:40:00,189.56,0.5013819592635222,-18.955999999999733,-18.955999999999733,0.0,-1
2025-10-21 01:45:00,189.23,0.5055689621732709,-18.922999999999774,-18.922999999999774,0.0,-1
2025-10-21 01:50:00,189.21,0.5001711791608948,-18.920999999999992,-18.920999999999992,0.0,-1
2025-10-21 01:55:00,188.99,0.5358732377922595,-18.89899999999983,-18.89899999999983,0.0,-1
2025-10-21 02:00:00,189.08,0.5704537208070988,-18.907999999999845,-18.907999999999845,0.0,-1
2025-10-21 02:05:00,189.68,0.5568498836065914,-18.967999999999847,-18.967999999999847,0.0,-1
2025-10-21 02:10:00,190.1,0.5677891776346926,-19.00999999999982,-19.00999999999982,0.0,-1
2025-10-21 02:15:00,190.22,0.555089950660787,-19.02199999999965,-19.02199999999965,0.0,-1
2025-10-21 02:20:00,189.96,0.5532978113278738,-18.995999999999924,-18.995999999999924,0.0,-1
2025-10-21 02:25:00,190.01,0.5723479676615967,-19.000999999999806,-19.000999999999806,0.0,-1
2025-10-21 02:30:00,190.3,0.5728945414000529,-19.029999999999916,-19.029999999999916,0.0,-1
2025-10-21 02:35:00,190.59,0.5584020741571923,-19.05899999999974,-19.05899999999974,0.0,-1
2025-10-21 02:40:00,190.77,0.5542304974316786,-19.07699999999977,-19.07699999999977,0.0,-1
2025-10-21 02:45:00,190.5,0.5460711761865585,-19.05000000000001,-19.05000000000001,0.0,-1
2025-10-21 02:50:00,190.61,0.545637520744661,-19.060999999999808,-19.060999999999808,0.0,-1
2025-10-21 02:55:00,190.75,0.5488062692628998,-19.07499999999999,-19.07499999999999,0.0,-1
2025-10-21 03:00:00,190.86,0.5510343928869793,-19.085999999999785,-19.085999999999785,0.0,-1
2025-10-21 03:05:00,190.34,0.5409605076807663,-19.033999999999764,-19.033999999999764,0.0,-1
2025-10-21 03:10:00,189.87,0.5180347571321401,-18.98699999999991,-18.98699999999991,0.0,-1
2025-10-21 03:15:00,189.86,0.5038894173369868,-18.985999999999876,-18.985999999999876,0.0,-1
2025-10-21 03:20:00,190.15,0.5078973160986308,-19.014999999999702,-19.014999999999702,0.0,-1
2025-10-21 03:25:00,190.17,0.4937617935201573,-19.01699999999977,-19.01699999999977,0.0,-1
2025-10-21 03:30:00,190.48,0.4799216654115755,-19.047999999999945,-19.047999999999945,0.0,-1
2025-10-21 03:35:00,190.17,0.4642129750250358,-19.01699999999977,-19.01699999999977,0.0,-1
2025-10-21 03:40:00,190.24,0.45176919109467756,-19.023999999999717,-19.023999999999717,0.0,-1
2025-10-21 03:45:00,189.97,0.4373571060164863,-18.996999999999673,-18.996999999999673,0.0,-1
2025-10-21 03:50:00,189.58,0.4625458841581653,-18.9579999999998,-18.9579999999998,0.0,-1
