start_time,end_time,duration_in_steps,final_pnl,max_drawdown,balancing_attempts,exit_status
1970-01-01 00:00:00.000005113,1970-01-01 00:00:00.000005131,18,0.7446325683675159,17.489844244357812,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005132,1970-01-01 00:00:00.000005172,40,3.317356638014214,21.510684999998432,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005173,1970-01-01 00:00:00.000005189,16,6.395242875984211,58.46391260730873,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005190,1970-01-01 00:00:00.000005223,33,0.38940582604584884,8.381407326238861,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005224,1970-01-01 00:00:00.000005356,132,1.5782927680546095,191.09941749999996,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005357,1970-01-01 00:00:00.000005379,22,0.48142144657220154,17.58662358789213,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000005380,1970-01-01 00:00:00.000006253,873,0.33186916478469586,126.33999999999992,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006254,1970-01-01 00:00:00.000006386,132,0.1496159042988997,18.951722325792318,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006387,1970-01-01 00:00:00.000006479,92,2.769463422380227,52.282968749999895,0,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006480,1970-01-01 00:00:00.000006492,12,4.004234122487148,13.236863749999088,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006493,1970-01-01 00:00:00.000006715,222,0.09435657330445679,139.18078124999974,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006716,1970-01-01 00:00:00.000006803,87,2.0101188543118003,11.715607499999805,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006804,1970-01-01 00:00:00.000006942,138,0.7068836728820154,14.914822082519489,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000006943,1970-01-01 00:00:00.000007390,447,-704.6900761295226,635.3000068359418,0,EXIT_STOP_LOSS
1970-01-01 00:00:00.000007391,1970-01-01 00:00:00.000007463,72,4.301087963807902,16.414185890672258,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007464,1970-01-01 00:00:00.000007571,107,2.209520037623264,107.36776300780753,0,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007572,1970-01-01 00:00:00.000007846,274,7.053331454127587,17.71875,0,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007847,1970-01-01 00:00:00.000007877,30,0.14505101255715702,15.221216855953987,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007878,1970-01-01 00:00:00.000007916,38,0.279670622540273,15.781833133295986,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007917,1970-01-01 00:00:00.000007938,21,0.8561916420339184,5.533507500000155,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007939,1970-01-01 00:00:00.000007959,20,1.006438208773348,4.622487499999579,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000007960,1970-01-01 00:00:00.000008109,149,0.5831697115368764,36.82888222911676,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000008110,1970-01-01 00:00:00.000008162,52,2.1107024050584524,15.600789005924796,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000008163,1970-01-01 00:00:00.000008180,17,11.391952232005098,29.095460624997088,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000008181,1970-01-01 00:00:00.000009323,1142,0.41586341285420403,181.62999999999988,2,EXIT_PROFIT_TARGET_MET
1970-01-01 00:00:00.000009324,1970-01-01 00:00:00.000009885,561,-84.35309935036526,85.71499999999997,0,NO_VALID_ACTION_DEFENSIVE_AVG
