start_time,end_time,duration_in_steps,final_pnl,max_drawdown,balancing_attempts,exit_status
2025-01-01 09:20:00,2025-01-07 15:40:00,1804,9.123709125288641e-05,47.164578801209245,56,EXIT_PROFIT_TARGET_MET
2025-01-07 15:45:00,2025-01-13 06:50:00,1621,0.030699090634730197,343.93937385362983,34,EXIT_PROFIT_TARGET_MET
2025-01-13 06:55:00,2025-01-13 14:30:00,91,70.95599570484569,37.71000000000049,2,EXIT_PROFIT_TARGET_MET
2025-01-13 14:35:00,2025-01-14 09:25:00,226,7.353932269839447,117.71999999999986,3,EXIT_PROFIT_TARGET_MET
2025-01-14 09:30:00,2025-01-15 13:45:00,339,3.800740868942597,58.108070000001646,15,EXIT_PROFIT_TARGET_MET
2025-01-15 13:50:00,2025-01-24 05:50:00,2496,5.876304517878723e-05,293.89644561813503,72,EXIT_PROFIT_TARGET_MET
2025-01-24 05:55:00,2025-01-26 23:55:00,792,0.7713272289235249,148.99904737294872,17,EXIT_PROFIT_TARGET_MET
2025-01-27 00:00:00,2025-01-27 07:15:00,87,0.06918290757528212,30.98249999999996,2,EXIT_PROFIT_TARGET_MET
2025-01-27 07:20:00,2025-01-30 13:25:00,937,0.13564356537447697,74.38500000000039,27,EXIT_PROFIT_TARGET_MET
2025-01-30 13:30:00,2025-01-31 12:15:00,273,3.4445889288450076,60.62624999999986,10,EXIT_PROFIT_TARGET_MET
2025-01-31 12:20:00,2025-02-03 02:05:00,741,0.18162825726233134,169.7866647552795,23,EXIT_PROFIT_TARGET_MET
2025-02-03 02:10:00,2025-02-04 17:05:00,467,-30.48171528751481,261.5822163501991,10,ACTION_AVG_LONG_TREND
