timestamp,baseline_pnl,strategy_pnl,label,final_status
2025-01-01 15:10:00,-66.90179999999964,2.083515326194881,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:15:00,-66.91740000000027,0.4181589355464823,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:20:00,-66.91740000000027,2.6559912857056314,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:25:00,-66.91740000000027,3.322975395507865,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:30:00,-66.95679999999993,2.378460624999864,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:35:00,-66.95679999999993,3.078538364257868,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:40:00,-66.89999999999964,3.4357155126953547,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:45:00,-66.96699999999964,3.014397397460934,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:50:00,-66.96699999999964,3.014397397460934,1,EXIT_PROFIT_TARGET_MET
2025-01-01 15:55:00,-66.91840000000047,3.320010239257729,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:00:00,-66.89999999999964,3.4357155126953547,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:05:00,-66.80000000000018,3.8821403515624633,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:10:00,-66.80000000000018,0.11696640625005728,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:15:00,-66.84060000000045,3.368143959961033,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:20:00,-66.85559999999987,8.086097211914378,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:25:00,-66.83500000000004,13.563647597656253,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:30:00,-66.83500000000004,6.094861796875273,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:35:00,-66.79020000000037,7.491515625000403,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:40:00,-66.8706000000002,5.523600000000039,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:45:00,-66.8706000000002,0.3500954687498883,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:50:00,-66.89559999999983,2.462668952025255,1,EXIT_PROFIT_TARGET_MET
2025-01-01 16:55:00,-66.90020000000004,2.346546747435861,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:00:00,-66.90020000000004,2.346546747435861,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:05:00,-66.80000000000018,2.023536093750799,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:10:00,-66.80000000000018,2.023536093750799,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:15:00,-66.89120000000003,2.573742365111896,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:20:00,-66.85840000000007,0.6392735937501008,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:25:00,-66.85840000000007,4.772770192871149,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:30:00,-66.80140000000029,1.1223824853523445,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:35:00,-66.87840000000051,4.267891042480812,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:40:00,-66.88760000000002,4.035646633302025,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:45:00,-66.88640000000032,4.0659393823239105,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:50:00,-66.89400000000023,3.8740853051755826,1,EXIT_PROFIT_TARGET_MET
2025-01-01 17:55:00,-66.96399999999994,2.1070082788086384,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:00:00,-66.92439999999988,3.106668996582272,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:05:00,-66.92180000000008,3.172303286133399,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:10:00,-66.92180000000008,3.172303286133399,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:15:00,-66.96079999999984,2.187788942872627,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:20:00,-66.96079999999984,2.187788942872627,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:25:00,-66.71740000000045,3.242367348632382,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:30:00,-66.71740000000045,3.242367348632382,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:35:00,-66.77319999999963,1.8340916894538835,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:40:00,-66.77319999999963,1.8340916894538835,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:45:00,-66.77319999999963,1.8340916894538835,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:50:00,-66.72980000000007,2.929417202148953,1,EXIT_PROFIT_TARGET_MET
2025-01-01 18:55:00,-66.72980000000007,2.929417202148953,1,EXIT_PROFIT_TARGET_MET
2025-01-01 19:00:00,-66.83839999999964,0.1885796289064153,1,EXIT_PROFIT_TARGET_MET
2025-01-01 19:05:00,-66.75560000000041,2.278278994139595,1,EXIT_PROFIT_TARGET_MET
