adx,plus_di,minus_di,atr,label,exit_status
18.120169616400908,28.995074744704745,43.26678759890376,4.578541635232381,-1,END_OF_WINDOW
18.09383381743634,28.497898708708558,40.79914080078195,4.508645804144348,-1,END_OF_WINDOW
16.88990842643248,36.905174707475524,36.001944200540144,4.744456818134034,-1,END_OF_WINDOW
15.77197770621461,34.689219873029856,33.840223440972245,4.68699561683875,-1,END_OF_WINDOW
15.384189375070173,38.93831762900166,31.6385896952862,4.655067358493142,-1,END_OF_WINDOW
15.677161908619548,43.46895623064353,29.291077962739273,4.668991118600768,-1,END_OF_WINDOW
14.717281254432171,37.779895749892795,36.125282417146025,4.988348895843561,-1,END_OF_WINDOW
13.825963504115322,37.7798957498928,36.12528241714603,4.632038260426164,-1,END_OF_WINDOW
12.999880045359404,37.79022676812386,36.119284179827865,4.3018926703957066,-1,END_OF_WINDOW
12.875369185299093,42.1262604337393,33.60176283156782,4.293900336796018,-1,END_OF_WINDOW
13.317707857533655,46.068198343811595,31.313055315106677,4.278621741310583,-1,END_OF_WINDOW
13.728450910322891,46.068198343811595,31.313055315106677,3.9730059026455415,-1,END_OF_WINDOW
14.109855173627182,46.068198343811595,31.313055315106677,3.689219766742289,-1,END_OF_WINDOW
13.373237591296856,41.359605374191744,38.333491895548775,3.8157040691178423,-1,END_OF_WINDOW
12.759773629141431,41.77350185046349,37.958529750430095,3.578153778466585,-1,END_OF_WINDOW
12.434109677736355,43.451148604309424,36.864852365727536,3.4211427942904082,-1,END_OF_WINDOW
12.031805076969945,38.47663752053135,44.092888948666236,3.587489737555379,-1,END_OF_WINDOW
11.22122478998681,41.4160497068123,41.98625547024908,3.498383327729973,-1,END_OF_WINDOW
10.48837189554628,42.216498688219254,41.412585458990705,3.293498804320697,-1,END_OF_WINDOW
9.985075881456961,42.68057895763362,39.840031642744584,3.1789631754406513,-1,END_OF_WINDOW
10.092433460647833,44.96956398644761,35.701953872168154,3.294037234337745,-1,END_OF_WINDOW
9.87514660966273,38.73691836816437,44.61346868213112,3.5508917175993258,-1,END_OF_WINDOW
9.818534293534109,38.028440663632594,45.62645898242072,3.3586851663422403,-1,END_OF_WINDOW
9.953355787545323,48.22602513085114,38.11850413352162,3.733064797317788,-1,END_OF_WINDOW
11.81414332817022,61.0088611827966,28.70716204291148,4.602845883223682,-1,END_OF_WINDOW
14.243398780942686,66.46236356002608,24.69202985663494,4.969071177279135,-1,END_OF_WINDOW
16.812585577142272,65.85204460525233,21.826754025238092,5.219851807473484,-1,END_OF_WINDOW
19.183851586672663,59.055195622626314,19.679653650824743,5.404862392653978,-1,END_OF_WINDOW
20.787735895702408,55.30094761733602,22.78665185406849,5.359515078892978,-1,END_OF_WINDOW
21.328321063715336,49.199841276281134,27.461738672352723,5.593835430400613,-1,END_OF_WINDOW
21.281416322052703,42.76609563371586,28.114005823363907,5.9757043282291455,-1,END_OF_WINDOW
21.132714442412425,42.394995548980454,28.737791982351187,5.597439733355623,-1,END_OF_WINDOW
20.994634125603596,42.394995548980454,28.737791982351183,5.197622609544507,-1,END_OF_WINDOW
20.866416688566826,42.394995548980454,28.737791982351187,4.8263638517199,-1,END_OF_WINDOW
21.866821727148977,50.81435812838186,24.537568534116605,5.248766433739892,-1,END_OF_WINDOW
22.80660137096921,49.20891115291666,23.68036348987047,5.050283117044171,1,END_OF_WINDOW
23.275663543842516,47.09976352168592,25.71232518488199,4.899548608683877,-1,END_OF_WINDOW
23.865188574267556,46.20043552123915,24.050886414238196,4.8638665652064645,1,END_OF_WINDOW
24.03502186773938,44.73589474150855,26.136860558404212,4.664304667691729,-1,END_OF_WINDOW
22.8803115025965,39.91708640989359,34.09316307111879,4.853997191428014,1,END_OF_WINDOW
21.806430991476383,37.75704382676162,32.26326162161966,4.765140249183165,1,END_OF_WINDOW
21.17745110869728,38.104358849325315,29.336558931830197,4.8662016599557845,1,END_OF_WINDOW
20.589616350401553,38.092315870638245,29.35889229054394,4.52004439853037,1,END_OF_WINDOW
20.043769789126948,38.092315870638245,29.358892290543935,4.1971840843496295,1,END_OF_WINDOW
19.68586536607594,31.168869913358836,42.19822432931235,4.763099506896077,1,END_OF_WINDOW
19.353525544671434,29.848079381466643,40.41006148248002,4.61859239926066,1,END_OF_WINDOW
18.349567760337237,33.34972839815824,37.081243380124434,4.673692942170604,1,END_OF_WINDOW
17.41732124631263,32.322977387764666,35.939608772110795,4.477714874872691,1,END_OF_WINDOW
16.551663769004062,32.322977387764666,35.939608772110795,4.157878098096071,1,END_OF_WINDOW
15.735628275073676,32.398017862969375,35.899758831660805,3.8651725196606335,1,END_OF_WINDOW
15.01170673509331,37.26710660908294,33.31404897242754,3.867660196827705,1,END_OF_WINDOW
14.381521076131396,34.22445388449351,38.74032232847234,3.910684468482855,1,END_OF_WINDOW
13.796348678523904,34.2244538844935,38.74032232847233,3.6313498635912227,1,END_OF_WINDOW
13.057538860642268,38.69195303419698,36.10906546657169,3.6176820161918535,1,END_OF_WINDOW
12.498500360522454,39.540420732110256,35.60933701057779,3.4064190150352824,1,END_OF_WINDOW
12.561328885272173,43.5316614940049,33.25858566394801,3.3866747996756272,1,END_OF_WINDOW
12.95871504522471,45.63079548066359,31.627867461570258,3.30691231398451,1,END_OF_WINDOW
13.78240992751277,48.95541303533935,29.693857863502696,3.270704291557026,1,END_OF_WINDOW
14.547269461065968,48.601070817732364,29.478931938210945,3.059225413588663,1,END_OF_WINDOW
15.46299704928175,50.1430413116671,28.594562478290108,2.9285664554751882,1,END_OF_WINDOW
15.768364805110352,46.91447496301827,31.447311443198405,2.90652599436981,1,EXIT_PROFIT_TARGET_MET
16.051920578379768,46.91447496301827,31.447311443198405,2.6989169947719662,1,EXIT_PROFIT_TARGET_MET
16.315222367844225,46.91447496301827,31.447311443198405,2.5061372094311114,1,EXIT_PROFIT_TARGET_MET
16.55971688663265,46.91447496301828,31.447311443198405,2.3271274087574607,1,EXIT_PROFIT_TARGET_MET
15.716730600026414,42.18714104975832,38.3550184934249,2.4030468795604905,1,END_OF_WINDOW
16.51850933695973,53.54760091050651,30.818102728234454,2.777114959591875,1,EXIT_PROFIT_TARGET_MET
17.333998870334824,51.89365524421727,29.23114732289466,2.7187496053353155,1,EXIT_PROFIT_TARGET_MET
18.88274821223116,55.3965810005008,24.301275185091328,3.036696062097084,1,EXIT_PROFIT_TARGET_MET
20.82523979605079,59.611684804667085,22.004760707581877,3.1140749148044273,1,EXIT_PROFIT_TARGET_MET
21.139970501667236,52.390414159254526,31.279312460342446,3.2902124208898202,1,EXIT_PROFIT_TARGET_MET
20.545091858745145,47.97153106853664,37.075576701133116,3.336625819397694,1,EXIT_PROFIT_TARGET_MET
19.222270782682447,43.76422206619807,42.02644898396858,3.3961525465835782,1,END_OF_WINDOW
18.716344800769264,48.80854265134869,38.2412955213166,3.4657130789704578,1,EXIT_PROFIT_TARGET_MET
18.246556388992737,48.80854265134869,38.24129552131661,3.218162144758282,1,EXIT_PROFIT_TARGET_MET
17.810324292343104,48.808542651348695,38.24129552131661,2.988293420132691,1,EXIT_PROFIT_TARGET_MET
18.16961559112485,54.32301180726437,34.12184951300496,3.109843890123217,1,EXIT_PROFIT_TARGET_MET
20.03559525983875,65.92809813762788,25.452560555527864,3.8712836122572716,1,EXIT_PROFIT_TARGET_MET
21.76829066650166,62.951077903201885,24.303235913497684,3.7647633542388705,1,EXIT_PROFIT_TARGET_MET
23.577219003745846,62.67676801073929,22.543664714304946,3.7687088289360737,1,EXIT_PROFIT_TARGET_MET
25.25693817404402,62.66397767273891,22.539064268228753,3.500229626869195,1,EXIT_PROFIT_TARGET_MET
27.40509762549663,67.73401423159605,19.47837722340361,3.760927510664259,1,EXIT_PROFIT_TARGET_MET
29.399817116131196,67.73401423159605,19.47837722340361,3.4922898313310977,1,EXIT_PROFIT_TARGET_MET
30.891476526142966,65.8062015512614,21.77014461960548,3.3378405576645855,1,EXIT_PROFIT_TARGET_MET
32.53963466460546,68.04494444740013,20.344805557374084,3.3165662321171125,1,EXIT_PROFIT_TARGET_MET
33.95018599975051,64.8559507269212,20.31980326367767,3.231097215537311,1,EXIT_PROFIT_TARGET_MET
35.25998366809948,64.8559507269212,20.31980326367767,3.0003045572846463,1,EXIT_PROFIT_TARGET_MET
36.66059037507845,66.48840134666168,19.375942891383996,2.921711374621464,1,EXIT_PROFIT_TARGET_MET
38.21352187669221,68.76624203328302,18.058926907867214,2.910874847862787,1,EXIT_PROFIT_TARGET_MET
40.78957054107312,79.66448098787355,11.757715861948727,4.151526644443998,1,EXIT_PROFIT_TARGET_MET
43.30784476414047,74.38971492413845,10.122247149864801,4.477846169840873,-1,END_OF_WINDOW
44.89406082037058,67.31290938623734,14.024688339807447,4.5951428719951215,1,EXIT_PROFIT_TARGET_MET
46.377575987824244,64.23428462816483,13.313723932906576,4.4947755239954414,-1,END_OF_WINDOW
47.58524663268307,63.516851318072156,14.28192373988556,4.220862986567218,1,EXIT_PROFIT_TARGET_MET
49.131821682141094,68.29025524911755,12.413296897470756,4.509372773241004,-1,END_OF_WINDOW
50.704280641305616,69.8975189572579,11.784107297919629,4.4108461465809405,1,EXIT_PROFIT_TARGET_MET
51.47483053192182,62.080724180075215,14.803248042241805,4.611499993253749,-1,END_OF_WINDOW
52.19034114463686,61.57741831400432,14.68323395292559,4.317107136592784,1,EXIT_PROFIT_TARGET_MET
52.85474385644369,61.577418314004326,14.683233952925592,4.008742341121871,-1,END_OF_WINDOW
53.471689231692885,61.577418314004326,14.683233952925592,3.722403602470309,1,EXIT_PROFIT_TARGET_MET
52.62472177273322,55.623272279916804,22.932824437702894,3.8265176308653075,1,EXIT_PROFIT_TARGET_MET
51.99043632774129,54.725982100429555,21.417308575119105,3.8046235143749594,1,EXIT_PROFIT_TARGET_MET
50.970495277886926,52.886816511584996,23.921450126425647,3.6557218347767337,1,EXIT_PROFIT_TARGET_MET
50.023407160165014,52.88681651158499,23.921450126425647,3.3945988465783956,1,EXIT_PROFIT_TARGET_MET
49.14396819370895,52.88681651158499,23.921450126425643,3.1521275003942244,1,EXIT_PROFIT_TARGET_MET
47.0493193741247,47.44503050107051,31.74954823687926,3.2626898217946563,1,EXIT_PROFIT_TARGET_MET
45.1042883273679,47.44503050107052,31.749548236879264,3.029640548809324,1,EXIT_PROFIT_TARGET_MET
41.99943832051439,40.830868349293745,39.51608033669214,3.2689519381800944,1,EXIT_PROFIT_TARGET_MET
39.706344914106886,44.889910542975755,36.80525067026341,3.259026799738667,1,EXIT_PROFIT_TARGET_MET
37.71710670858703,45.161712241354984,35.587294417209336,3.129810599757353,1,EXIT_PROFIT_TARGET_MET
35.869956946318595,45.12843784804541,35.56107429462113,2.9083955569175566,1,EXIT_PROFIT_TARGET_MET
34.77935699471982,49.60675434432067,32.65877409770212,2.9406530171377403,1,EXIT_PROFIT_TARGET_MET
33.93125180607545,45.95845547948718,28.827964586826123,3.093463515913643,1,EXIT_PROFIT_TARGET_MET
33.14372555947711,40.81305993992764,25.600456637481724,3.2346446933483946,1,EXIT_PROFIT_TARGET_MET
32.46904621184648,37.660560457896175,23.230472693182012,3.310027215252078,1,EXIT_PROFIT_TARGET_MET
31.84463752479466,37.67504440936079,23.22507532289027,3.0743109855912314,1,EXIT_PROFIT_TARGET_MET
32.09088494752677,43.782894088594674,20.940609532977184,3.1661459151918665,1,EXIT_PROFIT_TARGET_MET
32.31954326863515,42.184076681752764,20.1759225078697,3.051421206963872,1,EXIT_PROFIT_TARGET_MET
31.742620559030033,38.540690196144894,23.5003204352478,3.1013196921807387,1,EXIT_PROFIT_TARGET_MET
31.56262780370813,41.11140541413729,22.51735086459376,3.005511142739273,1,EXIT_PROFIT_TARGET_MET
29.418697849445575,34.291926272179175,35.370020441802104,3.3458317754007525,1,EXIT_PROFIT_TARGET_MET
27.42790574905892,34.291926272179175,35.370020441802104,3.106843791443556,1,EXIT_PROFIT_TARGET_MET
25.579313084414167,34.29192627217918,35.37002044180211,2.8849263777690166,1,EXIT_PROFIT_TARGET_MET
25.662515194612745,48.222124745831536,27.87152936120252,3.3995744936426684,1,EXIT_PROFIT_TARGET_MET
24.897431693683192,44.73029587462283,33.09444887253023,3.403176315525322,1,EXIT_PROFIT_TARGET_MET
24.186997014248604,44.73029587462283,33.09444887253023,3.160092292987799,1,EXIT_PROFIT_TARGET_MET
24.757703574510344,53.8518213504591,27.63265269908301,3.514371414917234,1,EXIT_PROFIT_TARGET_MET
25.287645380467673,53.8518213504591,27.63265269908301,3.2633448852802887,1,EXIT_PROFIT_TARGET_MET
24.238445221826964,37.897309876660536,46.88304692402807,4.305963107760277,1,EXIT_PROFIT_TARGET_MET
23.26418793166059,35.58345638152263,44.020561371862655,4.25839431434882,1,EXIT_PROFIT_TARGET_MET
22.79057241781662,32.869977873113314,45.986651021834355,4.280651863323916,1,EXIT_PROFIT_TARGET_MET
22.350786583532933,32.869977873113314,45.986651021834355,3.9748910159436366,1,EXIT_PROFIT_TARGET_MET
21.177367761199807,43.54416518356478,38.674421541861896,4.388827371947661,1,EXIT_PROFIT_TARGET_MET
20.081318575171576,41.2453188885403,36.699072611612735,4.302482559665673,1,EXIT_PROFIT_TARGET_MET
19.415908461843358,43.191155484202184,34.79544767980528,4.213733805403836,1,EXIT_PROFIT_TARGET_MET
18.684522763688623,36.87659405891166,44.32837510947406,4.582752819303569,1,EXIT_PROFIT_TARGET_MET
17.36746420334179,40.24688628250369,40.44514896838082,4.663984760781904,1,EXIT_PROFIT_TARGET_MET
16.1444812544483,40.24688628250369,40.44514896838082,4.330842992154626,1,EXIT_PROFIT_TARGET_MET
17.30924552522432,28.34869394292398,55.58673048526808,5.7093542070007315,1,EXIT_PROFIT_TARGET_MET
18.390812348087767,24.55416213671254,48.14633068221821,6.120828906500665,1,EXIT_PROFIT_TARGET_MET
19.12349217949146,25.934012092664577,46.75948502718776,5.852198270322023,1,EXIT_PROFIT_TARGET_MET
19.547031593056282,27.29213481720744,45.53840097150153,5.579898393870447,1,EXIT_PROFIT_TARGET_MET
19.940318191366472,27.292134817207444,45.53840097150153,5.181334222879701,1,EXIT_PROFIT_TARGET_MET
19.859212433807034,29.564296066961507,43.25850565624649,5.064810349816878,1,EXIT_PROFIT_TARGET_MET
21.298143587789475,58.90144360733148,25.24092235758709,8.060181039115673,1,EXIT_PROFIT_TARGET_MET
22.634293945058886,49.93700428077014,21.39940841219932,8.828025250607407,-1,END_OF_WINDOW
24.179408153873293,47.2412476158685,18.250666899147653,9.61173773270689,-1,END_OF_WINDOW
25.718379556733183,45.78819663302367,17.053723674544372,9.551613608942112,-1,END_OF_WINDOW
27.465315479306913,45.48546658825877,15.090954861238007,10.02292692258911,1,EXIT_PROFIT_TARGET_MET
29.095118972452056,43.57589862742285,14.41605646893814,9.742717856689914,-1,END_OF_WINDOW
29.749372920151064,40.55929775918359,18.114013623700647,9.719666581212069,-1,END_OF_WINDOW
29.887468457843877,38.73528046821253,20.09595156896921,9.450404682554051,-1,END_OF_WINDOW
30.01439884389322,37.620642497343106,19.525580290132496,9.035375776657357,-1,END_OF_WINDOW
30.23128998963961,37.15292316592217,18.694771482035833,8.762848935467565,-1,END_OF_WINDOW
28.425908893488156,32.321089624173716,29.268726282797235,9.353359725791291,-1,END_OF_WINDOW
26.74948358991895,31.517557474835453,28.541078706187715,8.90669117394905,-1,END_OF_WINDOW
25.173105433632273,29.713503837004993,32.631361622891276,8.772641804381243,-1,END_OF_WINDOW
23.751200644258994,28.95438156700812,32.17365177747198,8.359595961211138,-1,END_OF_WINDOW
22.15354966468967,30.59119041824442,29.755933759692624,8.393196249696052,-1,END_OF_WINDOW
20.670016612232445,29.353677831511405,28.55221000608373,8.122253660432042,-1,END_OF_WINDOW
19.796261769250965,31.388626563574125,26.503968490796343,8.124949827544029,-1,END_OF_WINDOW
18.984917986482447,31.38862656357412,26.503968490796343,7.544596268433741,-1,END_OF_WINDOW
19.024112115583645,34.279602412719086,23.07597317074972,8.046410820688454,-1,END_OF_WINDOW
19.060506664034754,32.41707471710393,21.822176857235693,7.900952904924976,-1,END_OF_WINDOW
19.975652344614893,38.03071826908857,19.64727365149284,8.148741983144646,-1,END_OF_WINDOW
21.260561718029667,41.35246918492427,18.594117193605953,7.995260412920029,-1,END_OF_WINDOW
22.62396809749072,41.27417192211797,17.542623611946773,7.869170383425742,-1,END_OF_WINDOW
24.240893301698797,44.21866387283558,16.663042757823394,7.6928010703239105,-1,END_OF_WINDOW
25.471791079173606,41.660851638136464,17.234789981578192,7.581886708157908,-1,END_OF_WINDOW
26.858243011555132,42.107615191098475,16.019109809684824,7.574609086146631,-1,END_OF_WINDOW
28.296481583813573,42.064976097472346,15.168782318826526,7.427851294279013,-1,END_OF_WINDOW
29.35634767307991,40.69121349729199,16.166054493269723,7.1301476304019245,-1,END_OF_WINDOW
28.777640970448953,36.50127378666684,23.704801341858516,7.380851371087492,-1,END_OF_WINDOW
27.94205531329929,35.734088756753174,25.30837645561788,7.000790558866953,-1,END_OF_WINDOW
26.760796692748094,34.39982851381576,27.35683068818031,6.752876947519296,-1,END_OF_WINDOW
26.19630560460259,37.72217008642834,25.75221954360117,6.661242879839333,-1,END_OF_WINDOW
25.672135308467475,37.72217008642834,25.752219543601175,6.185439816993666,-1,END_OF_WINDOW
25.86060071135459,42.53197435200313,23.763339462507673,6.224336972922691,-1,END_OF_WINDOW
25.167880403612017,39.7743832644317,28.706198072937934,6.180455760571047,-1,END_OF_WINDOW
23.833442593184884,37.444196830990585,32.88295296903303,6.09613749195883,-1,END_OF_WINDOW
23.174694375832928,31.901219311909752,42.81849209994136,6.644270528247484,-1,END_OF_WINDOW
23.23190678628062,27.58366334320381,44.981692147207305,7.1353940619440905,-1,END_OF_WINDOW
23.285032595982052,26.65549250650962,43.468089899502935,6.856437343233799,-1,END_OF_WINDOW
24.242384933958007,22.750344148053546,49.117016507116055,7.459548961574256,-1,END_OF_WINDOW
25.131354962078536,22.511243480375214,48.60080842846931,7.000295464318966,-1,END_OF_WINDOW
24.25926697369652,32.598780444657415,42.27392342558482,7.473131502581921,-1,END_OF_WINDOW
23.149467352855766,34.21963447943743,40.759356246842096,7.197193538111794,-1,END_OF_WINDOW
22.827231684065136,28.78108705325585,41.96728805620103,7.945965428246687,-1,END_OF_WINDOW
22.528012848759552,27.109348023971304,39.5296333120644,7.8333964690862015,-1,END_OF_WINDOW
21.936314735822467,28.93084395450165,38.54181026121609,7.460296721294307,-1,END_OF_WINDOW
20.545769064873493,34.044914065186966,35.768377581891706,7.464561241201856,-1,END_OF_WINDOW
19.653015576379396,32.48812434965994,38.17450146653227,7.263521152544587,-1,END_OF_WINDOW
19.157601312973902,30.611112072737573,39.53127026397666,7.158269641648542,-1,END_OF_WINDOW
18.6975737826688,29.744888050075982,38.412626293525115,6.840536095816506,-1,END_OF_WINDOW
17.96989287670989,31.55020665758057,37.41956234582395,6.520497803258194,-1,END_OF_WINDOW
17.018574875188307,37.50034482732263,34.166790418593756,6.631176531596907,-1,END_OF_WINDOW
16.135208159489697,36.842183827433004,33.56713596078897,6.267521065054269,-1,END_OF_WINDOW
15.987891116511367,41.368476865511255,31.161500316383325,6.269126703264677,-1,END_OF_WINDOW
15.245041516815553,38.40445215441318,34.33952130305225,6.270617653031484,-1,END_OF_WINDOW
14.859319700350307,40.187751309504065,32.98403565012358,6.062002106386371,-1,END_OF_WINDOW
14.601195560239379,39.50283656399245,31.516319336948268,5.891144813073065,-1,END_OF_WINDOW
14.361508858707804,39.50283656399246,31.516319336948275,5.470348754996417,-1,END_OF_WINDOW
13.83335165904353,38.12504010233056,33.15849650818383,5.263180986782366,-1,END_OF_WINDOW
13.620982465894018,39.401110424488,31.68141780929493,5.11509663058363,-1,END_OF_WINDOW
12.74803102710852,36.95056647688779,35.930477957407106,5.0647325855419325,-1,END_OF_WINDOW
12.528107611689277,33.92122019501914,41.183138116277235,5.122965972288945,-1,END_OF_WINDOW
12.323893011657123,33.92122019501914,41.183138116277235,4.757039831411164,-1,END_OF_WINDOW
11.986416161510483,42.05439467186483,36.114193913732066,5.0372512720246725,-1,END_OF_WINDOW
11.673044800660033,42.05439467186483,36.114193913732066,4.677447609737196,-1,END_OF_WINDOW
11.074704241228961,40.72819750383092,38.12885078301415,4.484772780470254,-1,END_OF_WINDOW
11.444249212499493,46.95542798127991,33.8292618815528,4.693717581865258,-1,END_OF_WINDOW
11.78739811439356,44.83205548954794,32.29946804976143,4.564880611732016,-1,END_OF_WINDOW
12.106036380438049,43.57638824292933,31.39481659734821,4.360960568036842,-1,END_OF_WINDOW
12.534049367504617,43.63048818300461,30.257990150087394,4.201606241748472,-1,END_OF_WINDOW
13.586673842960156,48.43565618015193,27.67867517572279,4.265062938766449,-1,END_OF_WINDOW
14.399140263525458,47.53545788927029,28.544887802095065,4.03541558599743,-1,END_OF_WINDOW
13.836303569555918,42.00290295396906,36.86140248811968,4.24074304414046,-1,END_OF_WINDOW
13.630231537982688,35.11704118478526,43.754495992713224,4.709975683844709,-1,END_OF_WINDOW
13.541254757912764,33.803112975924016,43.359340743928456,4.543548849284381,-1,END_OF_WINDOW
12.958226328777771,37.03321042967825,41.24360838203526,4.435438217192621,-1,END_OF_WINDOW
12.528763060161848,35.41774820148109,40.705039552091385,4.306478344536012,-1,END_OF_WINDOW
12.250945846262681,34.92491850115621,41.53011508829095,4.055301319926295,-1,END_OF_WINDOW
12.925496801985673,30.707757452739354,47.723054927011304,4.282779797074402,-1,END_OF_WINDOW
14.140901978789303,27.99275454968979,51.91938289508882,4.362581240140522,-1,END_OF_WINDOW
15.429811606920161,25.95612088015609,50.59439038285262,4.368825437273362,-1,END_OF_WINDOW
16.323957042187082,26.665206827984843,47.35119928075538,4.334623620325288,-1,END_OF_WINDOW
16.746035416701307,28.487736358939674,44.77664633517538,4.256436218873467,-1,END_OF_WINDOW
